date,backtest_return,index_return,hedge_return,position_ratio,cash,total_value,net_value
2009-01-05,0,0,0.0,0.0,100000000.0,100000000.0,100000000.0
2009-01-06,0,0,0.39694087999999517,0.4604,54960262.48,101856297.48,101856297.48
2009-01-07,0,0,0.9105883855880614,0.5377,47371041.45,102463810.45,102463810.45
2009-01-08,0,0,-0.09543283180753215,0.4985,50760346.17,101218578.17,101218578.17
2009-01-09,0,0,1.6964953483185272,0.5237,49436577.65,103788973.65,103788973.65
2009-01-12,0,0,1.2432283432893112,0.475,55200746.06,105136837.06,105136837.06
2009-01-13,0,0,-0.7760918962335821,0.5435,47022456.08,102998058.08,102998058.08
2009-01-14,0,0,1.2304929636893083,0.4591,57471416.12,106258075.12,106258075.12
2009-01-15,0,0,1.1113449902032877,0.5435,49036560.05,107427076.05,107427076.05
2009-01-16,0,0,-0.3148307034590022,0.4419,60246309.56,107952492.56,107952492.56
2009-01-19,0,0,-1.447517166558585,0.5573,47400397.48,107063572.48,107063572.48
2009-01-20,0,0,0.7275330832953497,0.4448,60037003.83,108141570.83,108141570.83
2009-01-21,0,0,0.16009708438321452,0.5551,48139255.73,108208724.73,108208724.73
2009-01-22,0,0,0.3861413183254856,0.468,58097823.16,109201791.16,109201791.16
2009-01-23,0,0,-0.22634424945054749,0.5566,48148717.69,108596162.69,108596162.69
2009-02-02,0,0,1.94091332843462,0.4623,59854006.36,111314885.36,111314885.36
2009-02-03,0,0,1.1422772950462716,0.5591,50326112.93,114154983.93,114154983.93
2009-02-04,0,0,0.43207105805079715,0.4327,65796470.86,115988710.86,115988710.86
2009-02-05,0,0,-1.4490158954254722,0.5918,46463368.17,113817197.17,113817197.17
2009-02-06,0,0,3.0770978576172867,0.4155,69677053.52,119216804.52,119216804.52
2009-02-09,0,0,-0.24688843371749614,0.6017,48129502.1,120832605.1,120832605.1
2009-02-10,0,0,1.3004950432293343,0.4098,72622849.96,123049723.96,123049723.96
2009-02-11,0,0,1.0938746421617365,0.6211,47193751.58,124544410.58,124544410.58
2009-02-12,0,0,1.3662722222498875,0.4265,72231419.53,125951460.53,125951460.53
2009-02-13,0,0,1.6197845791742553,0.5746,55526674.72,130514562.72,130514562.72
2009-02-16,0,0,0.02344067122826554,0.4188,76705731.94,131979984.94,131979984.94
2009-02-17,0,0,-1.957675418777099,0.5567,56349124.6,127100916.6,127100916.6
2009-02-18,0,0,-0.29621672970101454,0.5493,55671949.67,123518633.67,123518633.67
2009-02-19,0,0,1.1672802943005127,0.472,66287122.86,125538835.86,125538835.86
2009-02-20,0,0,1.6250064287525725,0.5264,61041392.06,128901009.06,128901009.06
2009-02-23,0,0,1.902793764903039,0.5188,64110276.66,133240972.66,133240972.66
2009-02-24,0,0,-0.7105971429690814,0.5501,58029488.68,128992571.68,128992571.68
2009-02-25,0,0,-0.004160526260958239,0.4854,66407859.67,129054984.67,129054984.67
2009-02-26,0,0,-4.170702851600142,0.6571,40972289.31,119474303.31,119474303.31
2009-02-27,0,0,-4.369805322147823,0.4941,57123718.64,112911399.64,112911399.64
2009-03-02,0,0,1.5368315692719925,0.5683,49800251.27,115368396.27,115368396.27
2009-03-03,0,0,2.297207033370899,0.4753,61626162.87,117446832.87,117446832.87
2009-03-04,0,0,2.4134351281311126,0.5466,56476425.55,124570238.55,124570238.55
2009-03-05,0,0,0.7425537143774521,0.45,69293514.62,125979999.62,125979999.62
2009-03-06,0,0,0.8585306265820036,0.5402,58167660.2,126517629.2,126517629.2
2009-03-09,0,0,-2.0011752475055364,0.4791,63427288.6,121755510.6,121755510.6
2009-03-10,0,0,1.7699414592772562,0.5461,56768359.79,125070106.79,125070106.79
2009-03-11,0,0,-0.7890233211241613,0.4682,65707822.25,123554980.25,123554980.25
2009-03-12,0,0,0.3431591351841222,0.5528,55375187.11,123833091.11,123833091.11
2009-03-13,0,0,-0.7369312123798756,0.483,63408498.91,122643185.91,122643185.91
2009-03-16,0,0,0.28294119745595747,0.5431,56689248.19,124081917.19,124081917.19
2009-03-17,0,0,1.2659962634429553,0.494,64693971.2,127862387.2,127862387.2
2009-03-18,0,0,0.30138483091195467,0.5222,61419806.43,128538804.43,128538804.43
2009-03-19,0,0,0.20144730478450823,0.4985,65285860.61,130173309.61,130173309.61
2009-03-20,0,0,-0.7260589290988675,0.5029,64200495.41,129151440.41,129151440.41
2009-03-23,0,0,0.769120528772721,0.4971,66252136.04,131750659.04,131750659.04
2009-03-24,0,0,0.06511556592030923,0.4846,68113271.67,132164696.67,132164696.67
2009-03-25,0,0,-0.33366805598062754,0.5144,63286490.91,130319268.91,130319268.91
